Product Name,Short Description,Description,Price
Emails de vente de produits téléphoniques,8.608 adresses emails de vente de téléphonie,"Les 8.608 adresses e-mails des sociétés des vente de téléphonie sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Emails services secrétariat permanence téléphonique,5.995 adresses emails de services secrétariat et permanence téléphonique,"Les 5.995 adresses emails de services secrétariat et permanence téléphonique sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Base d'adresses emails de voyance cartomancie science occulte,"2.333 adresses emails de voyance, cartomancie et sciences occultes","Les 2.333 adresses e-mails des cabinets de voyance, cartomancie et sciences occultes sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Base d'adresses emails de brocantes et brocanteurs,3.164 adresses emails de brocantes et brocanteurs,"Les 3.164 adresses e-mails des brocantes et brocanteurs sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Emails experts en antiquités objets art,1.108 adresses emails des experts en antiquités et objets d'art,"Les 1.108 adresses e-mails des experts en antiquités et objets d'art sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails organisation foires salons et expositions,"2.819 adresses emails des comités d'organisation de foires, salons et expositions","Les 2.819 adresses e-mails des organisateurs d'expositions, de foires et de salons sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",40
Emails experts vente aux enchères,725 adresses emails d'experts et de sociétés de vente aux enchères,"Les 725 adresses emails des experts agrées par le conseil des ventes volontaires de meubles aux enchères publiques et des sociétés de ventes aux enchères  sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails organisation de séminaires et congrès,6.285 adresses emails de sociétés d'organisation de séminaires et de congrès,"Les 6.285 adresses e-mails des sociétés d'organisation de séminaires et de congrès sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",85
Emails magasins de discount déstockage et d'articles dégriffés,"1.931 adresses emails de magasins de discount, de déstockage et d'articles dégriffés","Les 1.931 adresses e-mails des magasins de discount, de déstockage et d'articles dégriffés sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",30
E-mails esthéticiennes à domicile,Base de 3.586 adresses emails d'esthéticiennes à domicile,"Les 3.586 adresses e-mails des esthéticiennes à domicile sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Emails conseils organisation management,"30.183 adresses emails de Conseils en organisation, gestion et management","Les 30.183 adresses e-mails de Conseils en organisation, gestion et management sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",250
Emails agencement stand salons foires et expositions,"1.054 adresses emails d'installation et d'agencement de stands pour salons, foires et expositions","Les 1.054 adresses e-mails des fabricants de stands pour salons, foires et expositions sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Adresses emails activités sportives,93.901 adresses emails d'activités sportives,"Les 93.901 adresses e-mails des activités sportives sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Fichier des adresses e-mails des activités sportives :
ACADEMIES DE BILLARDS
AEROCLUBS ET ECOLES DE PILOTAGE
BADMINTON
BOWLING
CENTRES EQUESTRES, EQUITATION
CHAR A VOILE
CLUBS DE BOULE, PETANQUE
CLUBS DE FORME
CLUBS DE SPORT D'EQUIPE
CLUBS ET ASSOCIATIONS DE SPORTS D'HIVER ET DE MONTAGNE
CLUBS, CIRCUITS, TERRAINS DE SPORTS MECANIQUES
COURTS ET LECONS DE TENNIS
ECOLES, MONITEURS DE SKI
GUIDES DE MONTAGNE
JET SKIS
JEUX DE SOCIETE : BRIDGE, ECHECS ET AUTRES (CLUBS ET COURS)
KARTING
LECONS DE YOGA
ORGANISATION DE RANDONNEE
PAINT BALL (CLUBS)
PARACHUTISME
PATINOIRES
PECHE (PRATIQUE)
PISCINES (ETABLISSEMENTS)
PLAGISTES
PRATIQUE DE LA PLONGEE SOUS-MARINE, DE SPORTS ET DE LOISIRS SUBAQUATIQUES
PRATIQUE DE MONTGOLFIERES ET DIRIGEABLES
RELAXATION
SALLES ET LECONS D'ARTS MARTIAUX
SALLES ET LECONS DE BOXE
SALLES ET LECONS DE DANSE
SALLES ET LECONS DE GYMNASTIQUE
SALLES ET LECONS DE JUDO
SALLES ET LECONS DE KARATE
SALLES ET LECONS DE SQUASH
SALLES ET LECONS D'ESCRIME
SPORTS NAUTIQUES (CLUBS)
STANDS DE TIR
STATIONS DE SPORTS D'HIVER
TERRAINS ET LECONS DE GOLF
VOILES (ECOLES)
VOL LIBRE
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",500
Adresses e-mails sports collectifs,Fichier de 5.378 adresses emails des sports d'équipe et sports collectifs,"Les 5.378 adresses e-mails des sports d'équipe et sports collectifs sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Ce fichier d'adresses e-mails de sports collectifs contient toutes les bases e-mails :
- Adresses e-mails des clubs de foot
- Adresses e-mails des clubs de rugby
- Adresses e-mails des clubs de basket-ball
- Adresses e-mails des clubs de handball
- Adresses e-mails des clubs de volley-ball
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Emails associations clubs de sport,48.845 adresses emails d'associations et clubs de sport,"Les 48.845 adresses e-mails des associations et des clubs de sport sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL - ACTIVITE
Liste des activités :
badminton    
clubs de sport d’équipe    
clubs et associations de sports d'hiver et de montagne    
clubs, circuits, terrains de sports mécaniques    
courts et leçons de tennis    
leçons de yoga    
salles et leçons d'arts martiaux    
salles et leçons de boxe    
salles et leçons de danse    
salles et leçons de gymnastique    
salles et leçons de judo    
salles et leçons de karaté    
salles et leçons de squash    
salles et leçons d'escrime    
sports nautiques (clubs)
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",400
Adresses emails centres equestres,8.071 adresses emails de centres equestres,"Les 8.071 adresses e-mails des centres équestres sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Adresses emails de courts de tennis,5.868 adresses emails des courts de tennis,"Les 5.868 adresses e-mails des courts de tennis sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",70
Base d'adresses emails piscine,3.698 adresses emails des établissements de piscine,"Les 3.698 adresses e-mails des établissements de piscine sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Adresses emails terrains de golf,1.791 adresses emails de terrains de golf,"Les 1.791 adresses e-mails des terrains de golf sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Adresses emails clubs de forme fitness,"15.262 adresses emails de clubs de forme, salle de fitness et salle de sports","Les 15.262 adresses e-mails des clubs de forme, salle de fitness et salle de sports sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",180
Emails vente et location vélos,6.318 adresses emails de vente et location de vélos,"Les 6.318 adresses e-mails de vente et location de vélos sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",85
Adresses emails elevage de chevaux,3.377 adresses emails d'elevage de chevaux,"Les 3.377 adresses e-mails d'elevage de chevaux et des haras sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Emails constructeurs bateaux plaisance,395 adresses emails des constructeurs de bateaux de plaisance,"Les 395 adresses e-mails des constructeurs de bateaux de plaisance sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails des lecons de yoga,4.477 adresses emails des leçons de yoga,"Les 4.477 adresses e-mails des leçons de yoga sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Base d'adresses emails des stades et complexes sportifs,22.388 adresses emails des stades et complexes sportifs,"Les 22.388 adresses e-mails des stades et complexes sportifs sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Emails aménagement terrains jeux et terrains de sport,510 adresses emails d'aménagement de terrains de jeux et terrains de sport,"Les 510 adresses e-mails des sociétés d'aménagement de terrains de jeux et de terrains de sport sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails construction terrains tennis,110 adresses emails de construction de terrains de tennis,"Les 110 adresses e-mails des sociétés de construction de terrains de tennis sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Base adresse e-mail canoe-kayak,762 adresses emails des locations de canoë-kayak,"Les 762 adresses e-mails des locations de canoë-kayak sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Base adresse e-mail char à voile,18 adresses emails des clubs de char à voile,"Les 18 adresses e-mails des clubs de char à voile sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",10
Base adresse e-mail sports nautiques,3.937 adresses emails des clubs de sports nautiques,"Les 3.937 adresses e-mails des clubs de sports nautiques sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Base adresse e-mail école de voile,580 adresses emails des écoles de voile,"Les 580 adresses e-mails des écoles de voile sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Base adresse e-mail planche à voile,120 adresses emails des vendeurs de planches à voile,"Les 120 adresses e-mails des vendeurs de planches à voile sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Adresse e-mail plongée sous-marine,629 adresses emails des clubs de pratique de plongée sous-marine et de loisirs subaquatiques,"Les 629 adresses e-mails des clubs de pratique de plongée sous-marine et de loisirs subaquatiques sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Emails articles de chasse et peche,1.762 adresses emails des articles de chasse et de peche,"Les 1.762 adresses e-mails des articles de chasse et de pêche sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",30
Base adresses emails peche,1.171 adresses emails des pecheries et de la pratique de la peche,"Les 1.171 adresses e-mails des pêcheries et de la pratique de la pêche sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Adresses e-mails aéroclubs et écoles de pilotage,Base de 1.735 adresses emails d'aéroclubs et d'écoles de pilotage,"Les 1.735 adresses e-mails des aéroclubs et des écoles de pilotage sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Base d'adresses e-mails des campings,Base de 11.583 adresses emails de campings,"Les 11.583 adresses e-mails des campings sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Autre base camping classé par nombre d'étoile :
Cliquez ici pour accéder au fichier des campings classés par nombre d'étoiles
Nous pouvons vous proposer l'achat d'une sélection du fichier sur un département ou une région. Le mieux est de vous rendre à la rubrique Contact et de nous envoyer votre demande. Nous vous répondrons par e-mail avec le comptage et devis correspondant.
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Base d'adresses emails d'hôtels,31.710 adresses emails UNIQUES d'hôtels,"Les 31.710 adresses e-mails des hotels sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous pouvons vous proposer l'achat d'une sélection du fichier sur un département ou une région. Le mieux est de vous rendre à la rubrique Contact et de nous envoyer votre demande. Nous vous répondrons par e-mail avec le comptage et devis correspondant.
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",250
Base d'adresses emails d'autocaristes,3.596 adresses emails d'autocaristes,"Les 3.596 adresses e-mails des autocaristes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",55
Base d'adresses emails de restaurants,115.045 adresses emails de restaurants traditionnels,"Les 115.045 adresses e-mails des restaurants traditionnels sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous pouvons vous proposer l'achat d'une sélection du fichier sur un département ou une région. Le mieux est de vous rendre à la rubrique Contact et de nous envoyer votre demande. Nous vous répondrons par e-mail avec le comptage et devis correspondant.
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",400
E-mails offices de tourisme syndicats initiative,7.767 adresses emails des offices de tourisme et des syndicats d'initiative,"Les 7.767 adresses e-mails des offices de tourisme et des syndicats d'initiative sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",100
Emails discothèques boites de nuit,"1.141 adresses emails de boites de nuit, dancings, et discothèques","Les 1.141 adresses e-mails des boites de nuit et discothèques sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Adresses emails agences de voyage,10.700 adresses emails d'agences de voyage,"Les 10.700 adresses e-mails des agences de voyage sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Base adresses emails cafe et bars,17.442 adresses emails de cafés et e-mails de bars,"Les 17.442 adresses e-mails des cafés et bars sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Emails centres vacances enfants et loisirs,7.895 adresses emails de centres de vacances et de loisirs pour enfants,"Les 7.895 adresses e-mails des centres de vacances et de loisirs pour enfants sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Base d'adresses emails de crêperies,3.119 adresses emails des crêperies,"Les 3.119 adresses e-mails des crêperies sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
E-mails de gites et chambres hotes,34.239 adresses emails de gites et chambres d'hotes,"Les 34.239 adresses e-mails des gites et des chambres d'hotes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous pouvons vous proposer l'achat d'une sélection du fichier sur un département ou une région. Le mieux est de vous rendre à la rubrique Contact et de nous envoyer votre demande. Nous vous répondrons par e-mail avec le comptage et devis correspondant.
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",300
Base d'adresses emails de pizzerias,7.923 adresses emails de pizzerias,"Les 7.923 adresses e-mails de pizzerias sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
